"","Country_Region","Confirmed","Deaths","Recovered","Date","Region"
"5890","Sudan",9767,608,4673,"07-04-2020","East"
"5891","Tanzania",509,21,183,"07-04-2020","East"
"5892","Togo",676,15,432,"07-04-2020","West"
"5893","Tunisia",1186,50,1046,"07-04-2020","North"
"5894","Uganda",927,0,868,"07-04-2020","East"
"5895","Zambia",1632,30,1348,"07-04-2020","South"
"5896","Zimbabwe",698,8,181,"07-04-2020","West"
"5897","Algeria",15941,952,11492,"07-05-2020","North"
"5898","Angola",346,19,108,"07-05-2020","South"
"5899","Benin",1199,21,333,"07-05-2020","West"
"5900","Botswana",277,1,29,"07-05-2020","South"
"5901","Burkina Faso",987,53,854,"07-05-2020","West"
"5902","Burundi",191,1,118,"07-05-2020","Central"
"5903","Cabo Verde",1451,17,655,"07-05-2020","West"
"5904","Cameroon",12592,313,10100,"07-05-2020","Central"
"5905","Central African Republic",3969,48,914,"07-05-2020","Central"
"5906","Chad",872,74,787,"07-05-2020","Central"
"5907","Comoros",311,7,266,"07-05-2020","East"
"5908","Congo (Brazzaville)",1557,44,501,"07-05-2020","Central"
"5909","Congo (Kinshasa)",7411,182,3184,"07-05-2020","Central"
"5910","Cote d'Ivoire",10772,74,5067,"07-05-2020","West"
"5911","Djibouti",4792,55,4593,"07-05-2020","East"
"5912","Egypt",75253,3343,20726,"07-05-2020","North"
"5913","Equatorial Guinea",3071,51,842,"07-05-2020","Central"
"5914","Eritrea",215,0,56,"07-05-2020","East"
"5915","Eswatini",988,13,547,"07-05-2020","South"
"5916","Ethiopia",5846,103,2430,"07-05-2020","East"
"5917","Gabon",5620,44,2555,"07-05-2020","Central"
"5918","Gambia",57,2,27,"07-05-2020","West"
"5919","Ghana",20085,122,14870,"07-05-2020","West"
"5920","Guinea",5610,34,4522,"07-05-2020","West"
"5921","Guinea-Bissau",1765,25,676,"07-05-2020","West"
"5922","Kenya",7886,160,2287,"07-05-2020","East"
"5923","Lesotho",79,0,11,"07-05-2020","South"
"5924","Liberia",874,37,377,"07-05-2020","West"
"5925","Libya",1046,32,261,"07-05-2020","North"
"5926","Madagascar",2941,32,1108,"07-05-2020","East"
"5927","Malawi",1613,17,317,"07-05-2020","South"
"5928","Mali",2330,119,1527,"07-05-2020","West"
"5929","Mauritania",4879,130,1844,"07-05-2020","North"
"5930","Mauritius",341,10,330,"07-05-2020","East"
"5931","Morocco",14215,235,9725,"07-05-2020","North"
"5932","Mozambique",987,8,256,"07-05-2020","South"
"5933","Namibia",412,0,25,"07-05-2020","South"
"5934","Niger",1088,68,965,"07-05-2020","West"
"5935","Nigeria",28711,645,11665,"07-05-2020","West"
"5936","Rwanda",1105,3,567,"07-05-2020","East"
"5937","Sao Tome and Principe",720,13,268,"07-05-2020","Central"
"5938","Senegal",7400,133,4870,"07-05-2020","West"
"5939","Seychelles",81,0,11,"07-05-2020","East"
"5940","Sierra Leone",1542,62,1062,"07-05-2020","West"
"5941","Somalia",2997,92,1014,"07-05-2020","East"
"5942","South Africa",196750,3199,93315,"07-05-2020","South"
"5943","South Sudan",2021,38,333,"07-05-2020","East"
"5944","Sudan",9767,608,4673,"07-05-2020","East"
"5945","Tanzania",509,21,183,"07-05-2020","East"
"5946","Togo",680,15,447,"07-05-2020","West"
"5947","Tunisia",1188,50,1048,"07-05-2020","North"
"5948","Uganda",939,0,891,"07-05-2020","East"
"5949","Zambia",1632,30,1348,"07-05-2020","South"
"5950","Zimbabwe",716,8,181,"07-05-2020","West"
"5951","Algeria",16404,959,11884,"07-06-2020","North"
"5952","Angola",346,19,108,"07-06-2020","South"
"5953","Benin",1199,21,333,"07-06-2020","West"
"5954","Botswana",314,1,31,"07-06-2020","South"
"5955","Burkina Faso",1000,53,858,"07-06-2020","West"
"5956","Burundi",191,1,118,"07-06-2020","Central"
"5957","Cabo Verde",1463,17,722,"07-06-2020","West"
"5958","Cameroon",12592,313,10100,"07-06-2020","Central"
"5959","Central African Republic",4033,52,970,"07-06-2020","Central"
"5960","Chad",872,74,787,"07-06-2020","Central"
"5961","Comoros",311,7,266,"07-06-2020","East"
"5962","Congo (Brazzaville)",1557,44,501,"07-06-2020","Central"
"5963","Congo (Kinshasa)",7432,182,3226,"07-06-2020","Central"
"5964","Cote d'Ivoire",10966,75,5384,"07-06-2020","West"
"5965","Djibouti",4822,55,4610,"07-06-2020","East"
"5966","Egypt",76222,3422,21238,"07-06-2020","North"
"5967","Equatorial Guinea",3071,51,842,"07-06-2020","Central"
"5968","Eritrea",215,0,56,"07-06-2020","East"
"5969","Eswatini",1011,13,564,"07-06-2020","South"
"5970","Ethiopia",5846,103,2430,"07-06-2020","East"
"5971","Gabon",5743,46,2574,"07-06-2020","Central"
"5972","Gambia",61,3,27,"07-06-2020","West"
"5973","Ghana",21077,129,16070,"07-06-2020","West"
"5974","Guinea",5610,34,4522,"07-06-2020","West"
"5975","Guinea-Bissau",1790,25,760,"07-06-2020","West"
"5976","Kenya",8067,164,2414,"07-06-2020","East"
"5977","Lesotho",91,0,11,"07-06-2020","South"
"5978","Liberia",891,39,377,"07-06-2020","West"
"5979","Libya",1117,34,269,"07-06-2020","North"
"5980","Madagascar",3250,33,1135,"07-06-2020","East"
"5981","Malawi",1742,19,317,"07-06-2020","South"
"5982","Mali",2331,119,1547,"07-06-2020","West"
"5983","Mauritania",4948,133,1896,"07-06-2020","North"
"5984","Mauritius",342,10,330,"07-06-2020","East"
"5985","Morocco",14379,237,10173,"07-06-2020","North"
"5986","Mozambique",1012,8,277,"07-06-2020","South"
"5987","Namibia",485,0,25,"07-06-2020","South"
"5988","Niger",1093,68,968,"07-06-2020","West"
"5989","Nigeria",29286,654,11828,"07-06-2020","West"
"5990","Rwanda",1113,3,575,"07-06-2020","East"
"5991","Sao Tome and Principe",721,13,269,"07-06-2020","Central"
"5992","Senegal",7478,136,4870,"07-06-2020","West"
"5993","Seychelles",81,0,11,"07-06-2020","East"
"5994","Sierra Leone",1547,62,1086,"07-06-2020","West"
"5995","Somalia",3006,92,1051,"07-06-2020","East"
"5996","South Africa",205721,3310,97848,"07-06-2020","South"
"5997","South Sudan",2021,38,333,"07-06-2020","East"
"5998","Sudan",9894,616,4899,"07-06-2020","East"
"5999","Tanzania",509,21,183,"07-06-2020","East"
"6000","Togo",680,15,450,"07-06-2020","West"
"6001","Tunisia",1199,50,1049,"07-06-2020","North"
"6002","Uganda",953,0,892,"07-06-2020","East"
"6003","Zambia",1632,30,1348,"07-06-2020","South"
"6004","Zimbabwe",734,9,197,"07-06-2020","West"
"6005","Algeria",16879,968,12094,"07-07-2020","North"
"6006","Angola",386,21,117,"07-07-2020","South"
"6007","Benin",1199,21,333,"07-07-2020","West"
"6008","Botswana",314,1,31,"07-07-2020","South"
"6009","Burkina Faso",1003,53,860,"07-07-2020","West"
"6010","Burundi",191,1,118,"07-07-2020","Central"
"6011","Cabo Verde",1499,18,724,"07-07-2020","West"
"6012","Cameroon",14916,359,11525,"07-07-2020","Central"
"6013","Central African Republic",4071,52,976,"07-07-2020","Central"
"6014","Chad",873,74,788,"07-07-2020","Central"
"6015","Comoros",311,7,266,"07-07-2020","East"
"6016","Congo (Brazzaville)",1557,44,501,"07-07-2020","Central"
"6017","Congo (Kinshasa)",7432,182,3226,"07-07-2020","Central"
"6018","Cote d'Ivoire",11194,76,5487,"07-07-2020","West"
"6019","Djibouti",4878,55,4621,"07-07-2020","East"
"6020","Egypt",77279,3489,21718,"07-07-2020","North"
"6021","Equatorial Guinea",3071,51,842,"07-07-2020","Central"
"6022","Eritrea",215,0,56,"07-07-2020","East"
"6023","Eswatini",1056,14,570,"07-07-2020","South"
"6024","Ethiopia",5846,103,2430,"07-07-2020","East"
"6025","Gabon",5743,46,2574,"07-07-2020","Central"
"6026","Gambia",61,3,27,"07-07-2020","West"
"6027","Ghana",21968,129,17156,"07-07-2020","West"
"6028","Guinea",5636,34,4542,"07-07-2020","West"
"6029","Guinea-Bissau",1790,25,760,"07-07-2020","West"
"6030","Kenya",8250,167,2504,"07-07-2020","East"
"6031","Lesotho",91,0,11,"07-07-2020","South"
"6032","Liberia",917,41,394,"07-07-2020","West"
"6033","Libya",1182,35,295,"07-07-2020","North"
"6034","Madagascar",3472,33,1187,"07-07-2020","East"
"6035","Malawi",1818,19,317,"07-07-2020","South"
"6036","Mali",2348,119,1556,"07-07-2020","West"
"6037","Mauritania",5024,135,1944,"07-07-2020","North"
"6038","Mauritius",342,10,330,"07-07-2020","East"
"6039","Morocco",14607,240,10639,"07-07-2020","North"
"6040","Mozambique",1040,8,280,"07-07-2020","South"
"6041","Namibia",539,0,25,"07-07-2020","South"
"6042","Niger",1094,68,974,"07-07-2020","West"
"6043","Nigeria",29789,669,12108,"07-07-2020","West"
"6044","Rwanda",1172,3,595,"07-07-2020","East"
"6045","Sao Tome and Principe",724,13,279,"07-07-2020","Central"
"6046","Senegal",7547,137,5023,"07-07-2020","West"
"6047","Seychelles",81,0,11,"07-07-2020","East"
"6048","Sierra Leone",1572,63,1088,"07-07-2020","West"
"6049","Somalia",3015,92,1096,"07-07-2020","East"
"6050","South Africa",215855,3502,102299,"07-07-2020","South"
"6051","South Sudan",2021,38,333,"07-07-2020","East"
"6052","Sudan",9997,622,5034,"07-07-2020","East"
"6053","Tanzania",509,21,183,"07-07-2020","East"
"6054","Togo",689,15,467,"07-07-2020","West"
"6055","Tunisia",1205,50,1049,"07-07-2020","North"
"6056","Uganda",971,0,896,"07-07-2020","East"
"6057","Zambia",1895,42,1348,"07-07-2020","South"
"6058","Zimbabwe",787,9,201,"07-07-2020","West"
"6059","Algeria",17348,978,12329,"07-08-2020","North"
"6060","Angola",386,21,117,"07-08-2020","South"
"6061","Benin",1199,21,333,"07-08-2020","West"
"6062","Botswana",314,1,31,"07-08-2020","South"
"6063","Burkina Faso",1003,53,861,"07-08-2020","West"
"6064","Burundi",191,1,118,"07-08-2020","Central"
"6065","Cabo Verde",1542,18,730,"07-08-2020","West"
"6066","Cameroon",14916,359,11525,"07-08-2020","Central"
"6067","Central African Republic",4109,52,1050,"07-08-2020","Central"
"6068","Chad",873,74,788,"07-08-2020","Central"
"6069","Comoros",313,7,272,"07-08-2020","East"
"6070","Congo (Brazzaville)",1821,47,525,"07-08-2020","Central"
"6071","Congo (Kinshasa)",7432,182,3226,"07-08-2020","Central"
"6072","Cote d'Ivoire",11504,78,5571,"07-08-2020","West"
"6073","Djibouti",4889,55,4644,"07-08-2020","East"
"6074","Egypt",78304,3564,22241,"07-08-2020","North"
"6075","Equatorial Guinea",3071,51,842,"07-08-2020","Central"
"6076","Eritrea",215,0,56,"07-08-2020","East"
"6077","Eswatini",1138,14,588,"07-08-2020","South"
"6078","Ethiopia",6774,120,2430,"07-08-2020","East"
"6079","Gabon",5871,46,2682,"07-08-2020","Central"
"6080","Gambia",61,3,27,"07-08-2020","West"
"6081","Ghana",22822,129,17564,"07-08-2020","West"
"6082","Guinea",5697,34,4577,"07-08-2020","West"
"6083","Guinea-Bissau",1790,25,760,"07-08-2020","West"
"6084","Kenya",8528,169,2593,"07-08-2020","East"
"6085","Lesotho",91,0,11,"07-08-2020","South"
"6086","Liberia",926,41,395,"07-08-2020","West"
"6087","Libya",1268,36,306,"07-08-2020","North"
"6088","Madagascar",3573,33,1761,"07-08-2020","East"
"6089","Malawi",1864,24,345,"07-08-2020","South"
"6090","Mali",2358,120,1597,"07-08-2020","West"
"6091","Mauritania",5087,139,1994,"07-08-2020","North"
"6092","Mauritius",342,10,330,"07-08-2020","East"
"6093","Morocco",14771,242,11316,"07-08-2020","North"
"6094","Mozambique",1071,8,337,"07-08-2020","South"
"6095","Namibia",593,0,25,"07-08-2020","South"
"6096","Niger",1097,68,976,"07-08-2020","West"
"6097","Nigeria",30249,684,12373,"07-08-2020","West"
"6098","Rwanda",1194,3,610,"07-08-2020","East"
"6099","Sao Tome and Principe",724,13,283,"07-08-2020","Central"
"6100","Senegal",7657,141,5097,"07-08-2020","West"
"6101","Seychelles",91,0,11,"07-08-2020","East"
"6102","Sierra Leone",1584,63,1122,"07-08-2020","West"
"6103","Somalia",3028,92,1147,"07-08-2020","East"
"6104","South Africa",224665,3602,106842,"07-08-2020","South"
"6105","South Sudan",2021,38,333,"07-08-2020","East"
"6106","Sudan",10084,636,5074,"07-08-2020","East"
"6107","Tanzania",509,21,183,"07-08-2020","East"
"6108","Togo",695,15,475,"07-08-2020","West"
"6109","Tunisia",1221,50,1050,"07-08-2020","North"
"6110","Uganda",977,0,904,"07-08-2020","East"
"6111","Zambia",1895,42,1348,"07-08-2020","South"
"6112","Zimbabwe",885,9,206,"07-08-2020","West"
"6113","Algeria",17808,988,12637,"07-09-2020","North"
"6114","Angola",396,22,117,"07-09-2020","South"
"6115","Benin",1285,23,333,"07-09-2020","West"
"6116","Botswana",314,1,31,"07-09-2020","South"
"6117","Burkina Faso",1005,53,862,"07-09-2020","West"
"6118","Burundi",191,1,118,"07-09-2020","Central"
"6119","Cabo Verde",1552,18,730,"07-09-2020","West"
"6120","Cameroon",14916,359,11525,"07-09-2020","Central"
"6121","Central African Republic",4200,52,1142,"07-09-2020","Central"
"6122","Chad",873,74,788,"07-09-2020","Central"
"6123","Comoros",314,7,272,"07-09-2020","East"
"6124","Congo (Brazzaville)",1821,47,525,"07-09-2020","Central"
"6125","Congo (Kinshasa)",7846,189,3513,"07-09-2020","Central"
"6126","Cote d'Ivoire",11750,79,5752,"07-09-2020","West"
"6127","Djibouti",4955,56,4671,"07-09-2020","East"
"6128","Egypt",79254,3617,22753,"07-09-2020","North"
"6129","Equatorial Guinea",3071,51,842,"07-09-2020","Central"
"6130","Eritrea",232,0,107,"07-09-2020","East"
"6131","Eswatini",1213,17,609,"07-09-2020","South"
"6132","Ethiopia",6973,120,2430,"07-09-2020","East"
"6133","Gabon",5871,46,2682,"07-09-2020","Central"
"6134","Gambia",63,3,32,"07-09-2020","West"
"6135","Ghana",23463,129,18622,"07-09-2020","West"
"6136","Guinea",5881,36,4672,"07-09-2020","West"
"6137","Guinea-Bissau",1790,25,760,"07-09-2020","West"
"6138","Kenya",8975,173,2657,"07-09-2020","East"
"6139","Lesotho",134,1,20,"07-09-2020","South"
"6140","Liberia",957,42,398,"07-09-2020","West"
"6141","Libya",1342,38,307,"07-09-2020","North"
"6142","Madagascar",3782,33,1950,"07-09-2020","East"
"6143","Malawi",1942,25,369,"07-09-2020","South"
"6144","Mali",2370,120,1621,"07-09-2020","West"
"6145","Mauritania",5126,144,2026,"07-09-2020","North"
"6146","Mauritius",342,10,330,"07-09-2020","East"
"6147","Morocco",15079,242,11447,"07-09-2020","North"
"6148","Mozambique",1092,9,340,"07-09-2020","South"
"6149","Namibia",615,0,25,"07-09-2020","South"
"6150","Niger",1097,68,976,"07-09-2020","West"
"6151","Nigeria",30748,689,12546,"07-09-2020","West"
"6152","Rwanda",1210,3,623,"07-09-2020","East"
"6153","Sao Tome and Principe",726,14,283,"07-09-2020","Central"
"6154","Senegal",7784,143,5169,"07-09-2020","West"
"6155","Seychelles",94,0,11,"07-09-2020","East"
"6156","Sierra Leone",1598,63,1123,"07-09-2020","West"
"6157","Somalia",3038,92,1209,"07-09-2020","East"
"6158","South Africa",238339,3720,113061,"07-09-2020","South"
"6159","South Sudan",2021,38,333,"07-09-2020","East"
"6160","Sudan",10158,641,5200,"07-09-2020","East"
"6161","Tanzania",509,21,183,"07-09-2020","East"
"6162","Togo",704,15,483,"07-09-2020","West"
"6163","Tunisia",1231,50,1055,"07-09-2020","North"
"6164","Uganda",1000,0,908,"07-09-2020","East"
"6165","Zambia",1895,42,1348,"07-09-2020","South"
"6166","Zimbabwe",885,9,206,"07-09-2020","West"
"6167","Algeria",18242,996,13124,"07-10-2020","North"
"6168","Angola",458,23,117,"07-10-2020","South"
"6169","Benin",1285,23,333,"07-10-2020","West"
"6170","Botswana",314,1,31,"07-10-2020","South"
"6171","Burkina Faso",1020,53,862,"07-10-2020","West"
"6172","Burundi",191,1,118,"07-10-2020","Central"
"6173","Cabo Verde",1591,19,730,"07-10-2020","West"
"6174","Cameroon",14916,359,11525,"07-10-2020","Central"
"6175","Central African Republic",4259,53,1142,"07-10-2020","Central"
"6176","Chad",874,74,789,"07-10-2020","Central"
"6177","Comoros",314,7,272,"07-10-2020","East"
"6178","Congo (Brazzaville)",2028,47,589,"07-10-2020","Central"
"6179","Congo (Kinshasa)",7905,189,3513,"07-10-2020","Central"
"6180","Cote d'Ivoire",12052,81,6080,"07-10-2020","West"
"6181","Djibouti",4968,56,4689,"07-10-2020","East"
"6182","Egypt",80235,3702,23274,"07-10-2020","North"
"6183","Equatorial Guinea",3071,51,842,"07-10-2020","Central"
"6184","Eritrea",232,0,107,"07-10-2020","East"
"6185","Eswatini",1257,18,633,"07-10-2020","South"
"6186","Ethiopia",7120,124,2430,"07-10-2020","East"
"6187","Gabon",5942,46,3004,"07-10-2020","Central"
"6188","Gambia",64,3,34,"07-10-2020","West"
"6189","Ghana",23834,135,19212,"07-10-2020","West"
"6190","Guinea",5969,37,4732,"07-10-2020","West"
"6191","Guinea-Bissau",1842,26,773,"07-10-2020","West"
"6192","Kenya",9448,181,2733,"07-10-2020","East"
"6193","Lesotho",184,1,26,"07-10-2020","South"
"6194","Liberia",963,47,400,"07-10-2020","West"
"6195","Libya",1342,38,307,"07-10-2020","North"
"6196","Madagascar",4143,34,2183,"07-10-2020","East"
"6197","Malawi",2069,31,379,"07-10-2020","South"
"6198","Mali",2404,121,1650,"07-10-2020","West"
"6199","Mauritania",5203,146,2111,"07-10-2020","North"
"6200","Mauritius",342,10,330,"07-10-2020","East"
"6201","Morocco",15328,243,11827,"07-10-2020","North"
"6202","Mozambique",1111,9,344,"07-10-2020","South"
"6203","Namibia",668,1,25,"07-10-2020","South"
"6204","Niger",1099,68,978,"07-10-2020","West"
"6205","Nigeria",31323,709,12795,"07-10-2020","West"
"6206","Rwanda",1252,3,635,"07-10-2020","East"
"6207","Sao Tome and Principe",727,14,284,"07-10-2020","Central"
"6208","Senegal",7882,145,5311,"07-10-2020","West"
"6209","Seychelles",100,0,11,"07-10-2020","East"
"6210","Sierra Leone",1613,63,1133,"07-10-2020","West"
"6211","Somalia",3038,92,1209,"07-10-2020","East"
"6212","South Africa",250687,3860,118232,"07-10-2020","South"
"6213","South Sudan",2021,38,333,"07-10-2020","East"
"6214","Sudan",10204,649,5277,"07-10-2020","East"
"6215","Tanzania",509,21,183,"07-10-2020","East"
"6216","Togo",710,15,494,"07-10-2020","West"
"6217","Tunisia",1240,50,1067,"07-10-2020","North"
"6218","Uganda",1006,0,938,"07-10-2020","East"
"6219","Zambia",1895,42,1348,"07-10-2020","South"
"6220","Zimbabwe",942,13,320,"07-10-2020","West"
"6221","Algeria",18712,1004,13124,"07-11-2020","North"
"6222","Angola",462,23,118,"07-11-2020","South"
"6223","Benin",1378,26,557,"07-11-2020","West"
"6224","Botswana",314,1,31,"07-11-2020","South"
"6225","Burkina Faso",1033,53,869,"07-11-2020","West"
"6226","Burundi",191,1,118,"07-11-2020","Central"
"6227","Cabo Verde",1623,19,748,"07-11-2020","West"
"6228","Cameroon",15173,359,11928,"07-11-2020","Central"
"6229","Central African Republic",4288,53,1145,"07-11-2020","Central"
"6230","Chad",874,74,790,"07-11-2020","Central"
"6231","Comoros",317,7,296,"07-11-2020","East"
"6232","Congo (Brazzaville)",2028,47,589,"07-11-2020","Central"
"6233","Congo (Kinshasa)",7971,189,3615,"07-11-2020","Central"
"6234","Cote d'Ivoire",12443,82,6357,"07-11-2020","West"
"6235","Djibouti",4968,56,4689,"07-11-2020","East"
"6236","Egypt",81158,3769,23876,"07-11-2020","North"
"6237","Equatorial Guinea",3071,51,842,"07-11-2020","Central"
"6238","Eritrea",232,0,107,"07-11-2020","East"
"6239","Eswatini",1311,18,656,"07-11-2020","South"
"6240","Ethiopia",7402,124,2430,"07-11-2020","East"
"6241","Gabon",5942,46,3004,"07-11-2020","Central"
"6242","Gambia",64,3,34,"07-11-2020","West"
"6243","Ghana",24248,135,19831,"07-11-2020","West"
"6244","Guinea",6044,37,4802,"07-11-2020","West"
"6245","Guinea-Bissau",1842,26,773,"07-11-2020","West"
"6246","Kenya",9726,184,2832,"07-11-2020","East"
"6247","Lesotho",184,1,26,"07-11-2020","South"
"6248","Liberia",998,47,420,"07-11-2020","West"
"6249","Libya",1389,38,340,"07-11-2020","North"
"6250","Madagascar",4578,34,2287,"07-11-2020","East"
"6251","Malawi",2261,33,517,"07-11-2020","South"
"6252","Mali",2406,121,1683,"07-11-2020","West"
"6253","Mauritania",5275,147,2160,"07-11-2020","North"
"6254","Mauritius",342,10,330,"07-11-2020","East"
"6255","Morocco",15542,245,12065,"07-11-2020","North"
"6256","Mozambique",1135,9,349,"07-11-2020","South"
"6257","Namibia",668,1,25,"07-11-2020","South"
"6258","Niger",1099,68,992,"07-11-2020","West"
"6259","Nigeria",31987,724,13103,"07-11-2020","West"
"6260","Rwanda",1299,4,663,"07-11-2020","East"
"6261","Sao Tome and Principe",727,14,284,"07-11-2020","Central"
"6262","Senegal",8014,145,5381,"07-11-2020","West"
"6263","Seychelles",100,0,11,"07-11-2020","East"
"6264","Sierra Leone",1618,63,1141,"07-11-2020","West"
"6265","Somalia",3051,92,1264,"07-11-2020","East"
"6266","South Africa",264184,3971,127715,"07-11-2020","South"
"6267","South Sudan",2021,38,333,"07-11-2020","East"
"6268","Sudan",10250,650,5341,"07-11-2020","East"
"6269","Tanzania",509,21,183,"07-11-2020","East"
