"","Country_Region","Exposure","Date","Region","LastExposure","LastDate","lnsdi","lnurban","lnp70p","lnhhsn","lnihr2018","lnsqualty"
"98","Burkina Faso",314,2021-01-17,"West",300,2021-01-03,-1.34707367420197,-1.23787438869476,0.6931471824646,1.77833640575409,3.36729574203491,3.40119743347168
"99","Burkina Faso",315,2021-01-18,"West",300,2021-01-03,-1.34707367420197,-1.23787438869476,0.6931471824646,1.77833640575409,3.36729574203491,3.40119743347168
"100","Burkina Faso",316,2021-01-19,"West",300,2021-01-03,-1.34707367420197,-1.23787438869476,0.6931471824646,1.77833640575409,3.36729574203491,3.40119743347168
"101","Burkina Faso",317,2021-01-20,"West",300,2021-01-03,-1.34707367420197,-1.23787438869476,0.6931471824646,1.77833640575409,3.36729574203491,3.40119743347168
"102","Burkina Faso",318,2021-01-21,"West",300,2021-01-03,-1.34707367420197,-1.23787438869476,0.6931471824646,1.77833640575409,3.36729574203491,3.40119743347168
"103","Burkina Faso",319,2021-01-22,"West",300,2021-01-03,-1.34707367420197,-1.23787438869476,0.6931471824646,1.77833640575409,3.36729574203491,3.40119743347168
"104","Burkina Faso",320,2021-01-23,"West",300,2021-01-03,-1.34707367420197,-1.23787438869476,0.6931471824646,1.77833640575409,3.36729574203491,3.40119743347168
"105","Burkina Faso",321,2021-01-24,"West",300,2021-01-03,-1.34707367420197,-1.23787438869476,0.6931471824646,1.77833640575409,3.36729574203491,3.40119743347168
"106","Burundi",280,2021-01-04,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"107","Burundi",281,2021-01-05,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"108","Burundi",282,2021-01-06,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"109","Burundi",283,2021-01-07,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"110","Burundi",284,2021-01-08,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
"111","Burundi",285,2021-01-09,"Central",279,2021-01-03,-1.3862943649292,-2.04022097587585,0,1.57484650611877,3.13549423217773,3.33220458030701
